Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating,Strap Material,Average Battery Life,Reviews
Xiaomi,FitnessBand,Smart Band 5,Black,2499.0,2999.0,AMOLED Display,4.1,Thermoplastic polyurethane,14,0
Xiaomi,FitnessBand,Smart Band 4,Black,2099.0,2499.0,AMOLED Display,4.2,Thermoplastic polyurethane,14,0
Xiaomi,FitnessBand,HMSH01GE,Black,1722.0,2099.0,LCD Display,3.5,Leather,14,0
Xiaomi,FitnessBand,Smart Band 5,Black,2469.0,2999.0,AMOLED Display,4.1,Thermoplastic polyurethane,14,0
Xiaomi,FitnessBand,Band 3,Black,1799.0,2199.0,OLED Display,4.3,Plastic,7,0
Xiaomi,FitnessBand,Band - HRX Edition,Black,1299.0,1799.0,OLED Display,4.2,Plastic,20,0
Xiaomi,FitnessBand,Band 2,Black,2499.0,2499.0,OLED Display,4.3,Plastic,7,0
Xiaomi,Smartwatch,Revolve,Black,12349.0,15999.0,AMOLED Display,4.4,Silicone,14,2
Xiaomi,Smartwatch,RevolveActive,Black,12999.0,15999.0,AMOLED Display,4.4,Silicone,14,3
Xiaomi,FitnessBand,Smart Band 3i,Black,1270.0,1599.0,OLED Display,4.2,Thermoplastic polyurethane,7,0
OnePlus ,FitnessBand,Steven Harrington Edition Band,Blue,3299.0,3999.0,AMOLED Display,4.3,Thermoplastic polyurethane,7,0
OnePlus ,FitnessBand,Band,Dual Color,2499.0,2799.0,AMOLED Display,4.2,Thermoplastic polyurethane,7,0
FitBit,Smartwatch,Versa 2,"Grey, Pink, Black",11999.0,14999.0,AMOLED Display,4.3,Silicone,7,0
FitBit,Smartwatch,Sense,"Black, Pink, Beige",21499.0,22999.0,AMOLED Display,4.2,Elastomer,7,0
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink",17999.0,18999.0,AMOLED Display,4.3,Elastomer,7,0
FitBit,FitnessBand,Charge 4,"Storm Blue, Black, Rosewood",9999.0,9999.0,PMOLED Display,4.2,Elastomer,7,0
FitBit,FitnessBand,Inspire,Maroon ,7990.0,7999.0,LED Display,4.2,Silicone,5,0
FitBit,FitnessBand,Inspire 2,"Black, Desert Rose, Lunar White",6999.0,7999.0,PMOLED Display,4.4,Thermoplastic polyurethane,10,0
FitBit,FitnessBand,Lunar,White ,10899.0,10999.0,AMOLED Display,4.7,Silicone,7,0
FitBit,FitnessBand,Charge 4,Granite Reflective ,10999.0,11999.0,PMOLED Display,4.2,Elastomer,7,0
FitBit,FitnessBand,FB413LVLV,Lilac ,8807.0,38500.0,AMOLED Display,4.1,Silicone,5,0
FitBit,FitnessBand,Flex Small,"Violet, black, Grey, Teal, Blue, Red",8490.0,8490.0,OLED Display,3.8,Rubber,5,0
FitBit,FitnessBand,Inspire HR,Black ,5599.0,8999.0,LED Display,4.3,Silicone,5,0
FitBit,FitnessBand,Inspire,Black ,5299.0,7999.0,LED Display,4.2,Silicone,5,0
FitBit,FitnessBand,Charge 3,Grey ,7599.0,13999.0,OLED Display,4.3,Silicone,7,0
FitBit,Smartwatch,Versa Special Edition,Charcoal ,10365.0,23499.0,AMOLED Display,4.1,Fabric,7,0
FitBit,Smartwatch,Ionic,Black ,18999.0,24999.0,LCD Display,4.1,Elastomer,7,0
FitBit,Smartwatch,Versa 2 Special Edition,Multicolor ,15499.0,23999.0,AMOLED Display,4.4,Silicone,7,0
FitBit,Smartwatch,Ionic,Blue ,22499.0,24999.0,LCD Display,4.1,Elastomer,7,0
FitBit,Smartwatch,Ionic,Grey ,26499.0,26499.0,LCD Display,4.1,Elastomer,7,0
FitBit,Smartwatch,Versa,Purple,16990.0,23499.0,AMOLED Display,4.1,Silicone,7,0
FitBit,Smartwatch,Versa,Grey ,17895.0,21499.0,AMOLED Display,4.2,Silicone,7,0
FitBit,Smartwatch,Surge,Blue,24990.0,24990.0,LCD Display,3.8,Elastomer,7,0
FitBit,FitnessBand,Charge 2,Black ,7499.0,14999.0,PMOLED Display,4.3,Silicone,7,0
FitBit,FitnessBand,Charge 3 Special Edition,"Purple, White",9999.0,15999.0,OLED Display,4.0,Silicone,7,0
FitBit,Smartwatch,Blaze,Purple,17999.0,19999.0,LCD Display,4.2,Elastomer,7,0
FitBit,Smartwatch,Blaze,Blue,19999.0,19999.0,LCD Display,4.2,Elastomer,7,0
FitBit,Smartwatch,Blaze,Black,22999.0,22999.0,LCD Display,4.2,Elastomer,7,0
FitBit,Smartwatch,Surge,Black,19990.0,19990.0,LCD Display,3.8,Elastomer,7,0
FitBit,FitnessBand,Alta HR,"Black, Plum, Grey",14999.0,14999.0,OLED Display,4.3,Elastomer,7,0
FitBit,FitnessBand,Charge 2,Plum silver,14999.0,14999.0,PMOLED Display,4.4,Silicone,7,0
FitBit,Smartwatch,Versa Lite Edition,Purple ,16999.0,16999.0,AMOLED Display,4.2,Elastomer,7,0
FitBit,Smartwatch,Surge,Orange,24990.0,24990.0,LCD Display,3.8,Elastomer,7,0
FitBit,Smartwatch,versa,Grey ,21499.0,21499.0,AMOLED Display,4.1,Silicone,7,0
FitBit,Smartwatch,Versa,Pink ,16124.0,19999.0,AMOLED Display,4.1,Silicone,7,0
FitBit,FitnessBand,Charge HR,Purple ,6990.0,14990.0,OLED Display,3.9,Thermoplastic polyurethane,7,0
FitBit,FitnessBand,Charge HR,"Orange, Pink, Green",14990.0,14990.0,OLED Display,3.9,Thermoplastic polyurethane,7,0
FitBit,FitnessBand,Alta HR,"Rose Gold, Gun Metal Black",16999.0,16999.0,OLED Display,4.3,Elastomer,7,0
FitBit,Smartwatch,Versa Lite Edition,Blue ,14399.0,15999.0,AMOLED Display,4.2,Elastomer,7,0
FitBit,FitnessBand,Alta,"Black, Purple, Teal, Blue",12999.0,12999.0,OLED Display,4.1,Elastomer,7,0
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink",17999.0,18999.0,AMOLED Display,4.3,Elastomer,7,0
FitBit,FitnessBand,Charge 2,Violet ,14999.0,14999.0,PMOLED Display,4.3,Silicone,7,0
FitBit,Smartwatch,Versa,Black ,20590.0,21499.0,AMOLED Display,4.1,Silicone,7,0
FitBit,Smartwatch,Versa 2,Purple ,13499.0,21999.0,AMOLED Display,4.3,Silicone,7,0
FitBit,Smartwatch,Surge,Black,9999.0,19990.0,LCD Display,3.8,Elastomer,7,0
FitBit,FitnessBand,Charge 3,Black ,9999.0,13999.0,OLED Display,4.3,Silicone,7,0
FitBit,FitnessBand,Charge 2,Blue ,7499.0,14999.0,PMOLED Display,4.3,Silicone,7,0
FitBit,FitnessBand,Charge 2,Light Blue,14999.0,14999.0,PMOLED Display,4.4,Silicone,7,0
FitBit,FitnessBand,Charge 2,Blue ,8999.0,14999.0,PMOLED Display,4.4,Silicone,7,0
FitBit,FitnessBand,Charge 2,Black ,7498.0,14999.0,PMOLED Display,4.3,Silicone,7,0
FitBit,FitnessBand,Charge 2,Sky Blue ,14999.0,14999.0,PMOLED Display,4.3,Silicone,7,0
FitBit,FitnessBand,Inspire HR,Purple ,5598.0,9999.0,LED Display,4.3,Silicone,5,0
FitBit,FitnessBand,Inspire HR,White ,5899.0,9999.0,LED Display,4.3,Silicone,5,0
realme,FitnessBand,Band 2,Black,2999.0,3499.0,TFT-LCD Display,4.1,Silicone,7,0
realme,FitnessBand,Band,Yellow,1499.0,2999.0,TFT-LCD Display,4.0,Silicone,7,0
realme,FitnessBand,Smart band,Grey,1450.0,2999.0,TFT-LCD Display,4.0,Silicone,7,0
realme,FitnessBand,Band,Black,1290.0,2999.0,TFT-LCD Display,4.0,Silicone,7,0
Huawei,FitnessBand,Band 4,Black,1899.0,3099.0,TFT-LCD Display,4.2,Silicone,7,0
Huawei,FitnessBand,Band 2,Black,1699.0,4999.0,PMOLED Display,4.1,Silicone,7,0
Huawei,FitnessBand,Band 2,Blue,6999.0,6999.0,PMOLED Display,4.2,Silicone,7,0
Huawei,FitnessBand,Band 2,Black,4599.0,4599.0,PMOLED Display,4.1,Silicone,7,0
Huawei,FitnessBand,Band 6,"Pink, Black, Teal, Orange",4490.0,9990.0,PMOLED Display,4.4,Silicone,7,0
Huawei,FitnessBand,Band 2 Pro Activity,"Pink, Black",2199.0,5999.0,PMOLED Display,4.1,Silicone,7,0
Honor,FitnessBand,Band 6,"Sandstone Grey, Meteorite Black, Coral Pink, ",2999.0,5999.0,AMOLED Display,4.3,Plastic,14,6568
Honor,FitnessBand,Band 4,"Meteorite Black, Midnight Navy",2700.0,2999.0,AMOLED Display,4.4,Plastic,7,17809
Honor,FitnessBand,Band 3,Dynamic Orange,2499.0,2999.0,AMOLED Display,4.3,Plastic,7,23426
Honor,FitnessBand,Band 5i,Black,2469.0,2999.0,LCD Display,4.2,Plastic,7,4628
Honor,FitnessBand,Band 3,Navy Blue,2499.0,2999.0,PMOLED Display,4.3,Plastic,7,23426
Honor,FitnessBand,Band 5,Black,2899.0,2999.0,AMOLED Display,4.4,Plastic,14,4628
Honor,FitnessBand,Band 5,Black,2099.0,2999.0,AMOLED Display,4.4,Plastic,14,4628
Honor,FitnessBand,Band 5,Olive Green,2199.0,2999.0,AMOLED Display,4.4,Plastic,14,4628
Honor,FitnessBand,Band 4,Black,2599.0,2999.0,AMOLED Display,4.4,Plastic,7,17809
Honor,FitnessBand,Band 5i,Black,1799.0,2999.0,LCD Display,4.2,Plastic,14,4628
Honor,FitnessBand,band 4 running,Black,1649.0,2000.0,AMOLED Display,3.2,Plastic,7,4628
Honor,FitnessBand,Band Z1,Black,5499.0,5499.0,AMOLED Display,3.9,Plastic,14,77
Honor,FitnessBand,Band 3,Black,4750.0,5499.0,OLED Display,4.3,Plastic,7,122
GOQii,FitnessBand,Beat,Black,2999.0,2999.0,OLED Display,2.8,Silicone,7,0
GOQii,FitnessBand,Vital 3.0,Black,3999.0,3999.0,OLED Display,3.1,Silicone,7,0
Infinix,FitnessBand,Band 5,"Black, Blue, Red",1499.0,2999.0,TFT-LCD Display,3.8,Silicone,4,0
LCARE,Smartwatch,Watch,Black,2995.0,4495.0,OLED Display,3.5,Silicone,7,0
LCARE,FitnessBand,Mambo,Black,1699.0,2995.0,OLED Display,3.8,Silicone,4,0
LAVA,FitnessBand,BeFit,Black,1999.0,3499.0,LCD Display,3.6,Thermoplastic polyurethane,7,0
Noise,FitnessBand,ColorFit,"Black, Blue",2199.0,2499.0,LCD Display,3.6,Silicone,3,0
Noise,FitnessBand,ColorFit2,"Black, Blue, Pink",1699.0,2499.0,TFT-LCD Display,3.9,Thermoplastic polyurethane,7,0
Oppo,Smartwatch,46 mm,"Black, Gold",14990.0,19990.0,AMOLED Display,3.9,Rubber,14,484
Oppo,Smartwatch,41mm,"Pink, Silver, Black",17990.0,24990.0,AMOLED Display,3.9,Rubber,14,0
realme,Smartwatch,2 Pro,Grey,4999.0,5999.0,AMOLED Display,4.4,Silicone,14,338
realme,Smartwatch,2S,Black,3499.0,3999.0,AMOLED Display,4.2,Silicone,7,928
realme,Smartwatch,S,"Black, White",4999.0,7999.0,AMOLED Display,4.3,Silicone,14,4142
realme,Smartwatch,S,Black,6779.0,7999.0,AMOLED Display,4.3,Silicone,14,0
realme,Smartwatch,S Pro,Black,9999.0,12999.0,AMOLED Display,4.1,Silicone,14,259
realme,Smartwatch,S Master,Black,5999.0,8999.0,AMOLED Display,4.3,Silicone,14,0
realme,Smartwatch,Fashion,Black,5400.0,6999.0,TFT-LCD Display,4.0,Silicone,14,0
realme,Smartwatch,Classic,Black,3921.0,6999.0,TFT-LCD Display,4.0,Silicone,7,0
Fastrack,Smartwatch,Reflex 3.0,"Black, Pink",2495.0,2995.0,TFT-LCD Display,3.8,Silicone,7,0
Fastrack,Smartwatch,Reflex 3.0,Black,2200.0,2995.0,TFT-LCD Display,4.1,Silicone,4,0
Fastrack,Smartwatch,Reflex Beat,"Purple, Black",1645.0,2195.0,TFT-LCD Display,4.0,Silicone,4,0
Fastrack,FitnessBand,Reflex Smart Band,"Orange, Red, Black",1595.0,1995.0,OLED Display,4.0,Silicone,4,0
Fastrack,FitnessBand,Reflex Smart Band,"Green, Grey",1195.0,1995.0,OLED Display,4.1,Silicone,4,0
Fastrack,Smartwatch,Reflex 2.0,"Black, Green",1395.0,1995.0,TFT-LCD Display,4.1,Silicone,10,0
boAt ,Smartwatch,Storm,"Black, Teal Green, Grey",2999.0,5990.0,LCD Display,4.1,Thermoplastic polyurethane,7,1070
boAt ,Smartwatch,Xplorer,"Black, Red, Blue",3499.0,7990.0,LCD Display,3.8,Thermoplastic polyurethane,10,23069
boAt ,Smartwatch,Delta,"Black, Grey, Red",2499.0,5990.0,LCD Display,3.6,Silicone,7,529
boAt ,Smartwatch,O2,"Black, Green",7990.0,7990.0,LCD Display,4.1,Thermoplastic polyurethane,10,20122
Noise ,Smartwatch,ColorFit Qube SpO2,"Charcoal Grey, Black, Pink",2499.0,4999.0,AMOLED Display,4.3,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,ColorFit Pro 3,"Green, Grey, Black, Blue, Pink, Red",3999.0,5999.0,AMOLED Display,4.2,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,ColorFit Qube SpO2,"Charcoal Black, Beige Gold",2499.0,4999.0,AMOLED Display,4.3,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,ColorFit Brio,"Black, Pink",2999.0,5999.0,AMOLED Display,4.3,Thermoplastic polyurethane,10,0
Noise ,Smartwatch,ColorFit Pro 2,"Black, Deep Wine, Blue, Grey, Teal",2699.0,4999.0,AMOLED Display,4.1,Silicone,10,0
Noise ,Smartwatch,Fit Active,"Blue, Black",3499.0,5999.0,AMOLED Display,4.2,Silicone,7,0
Noise ,Smartwatch,ColorFit Qube,"Black, Green",2499.0,4999.0,AMOLED Display,4.0,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,ColorFit Pro 2 Oxy,"Black, Blue, Red",2499.0,4999.0,AMOLED Display,4.0,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,ColorFit Brio,"Black, Green",3499.0,5999.0,AMOLED Display,4.3,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,NoiseFit Endure,"Black, Red, Blue",2999.0,5999.0,AMOLED Display,3.9,Silicone,7,0
Noise ,Smartwatch,NoiseFit Endure,"Grey, Green",2599.0,5999.0,AMOLED Display,3.9,Silicone,7,0
Noise ,Smartwatch,ColorFit Pro,"Black, Blue",2513.0,4999.0,AMOLED Display,3.9,Silicone,7,0
Noise ,Smartwatch,ColorFit Pro,"Green, Teal, Grey",2499.0,4999.0,AMOLED Display,3.9,Silicone,7,0
Noise ,Smartwatch,Fit Evolve,"Red, Black",5499.0,7999.0,AMOLED Display,3.9,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,Fusiom Hybrid,Blue,5999.0,9999.0,AMOLED Display,4.0,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,Evolve,"Black, Grey, Red",4999.0,7999.0,AMOLED Display,3.9,Thermoplastic polyurethane,7,0
Noise ,Smartwatch,NoiseFit Endure,"Black, Blue, Teal",2799.0,5999.0,AMOLED Display,3.9,Thermoplastic polyurethane,7,0
Honor,Smartwatch,Z1,Black,5499.0,5499.0,OLED Display,3.1,Silicone,14,102
Honor,Smartwatch,GS Pro,Black,13999.0,20999.0,AMOLED Display,4.4,Nylon,25,215
Honor,Smartwatch,GS Pro,Blue,17999.0,20999.0,AMOLED Display,4.4,Nylon,25,215
Honor,Smartwatch,Watch Magic,Black,7999.0,17999.0,AMOLED Display,4.3,Silicone,7,281
Honor,Smartwatch,Magic Watch 2,Brown,13999.0,15999.0,AMOLED Display,4.4,Leather,14,1663
Honor,Smartwatch,Watch ES,"Black, Pink",4999.0,10999.0,AMOLED Display,4.3,Silicone,10,354
Honor,Smartwatch,Magic Watch,Brown,9047.0,17999.0,AMOLED Display,4.3,Silicone,7,281
huami,Smartwatch,Amazfit GTS,Beige,5499.0,12999.0,AMOLED Display,4.3,Silicone,14,1907
huami,Smartwatch,Amazfit GTS,Black,5299.0,12999.0,AMOLED Display,4.3,Silicone,14,1907
huami,Smartwatch,Amazfit GTS,Pink,5999.0,12999.0,AMOLED Display,4.3,Silicone,14,1907
huami,Smartwatch,Amazfit GTS,Blue,5499.0,12999.0,AMOLED Display,4.3,Silicone,14,1907
huami,Smartwatch,Amazfit Bip U,"Black, Pink",2999.0,5999.0,AMOLED Display,4.2,Silicone,9,1334
huami,Smartwatch,Amazfit Bip S Lite,Black,1999.0,4999.0,AMOLED Display,3.9,Silicone,14,849
huami,Smartwatch,Amazfit T-Rex,"Green, Grey",5999.0,10999.0,AMOLED Display,4.3,Silicone,20,359
huami,Smartwatch,Amazfit GTS 2e,Purple,7999.0,13999.0,AMOLED Display,4.2,Silicone,14,294
huami,Smartwatch,Amazfit GTR 2 Aluminium,"Black, Red",11999.0,17999.0,AMOLED Display,4.1,Silicone,10,647
huami,Smartwatch,Amazfit GTS 2,Black,11999.0,17999.0,AMOLED Display,4.1,Silicone,7,153
huami,Smartwatch,Amazfit GTR 2 Stainless Steel,"Grey, Blue",12499.0,17999.0,AMOLED Display,4.1,Silicone,10,647
huami,Smartwatch,Amazfit Bip,Black,5499.0,6999.0,AMOLED Display,4.2,Silicone,28,4651
huami,Smartwatch,Amazfit GTR 42 mm Glitter,White ,9999.0,16999.0,AMOLED Display,4.2,Silicone,12,3
huami,Smartwatch,Amazfit Neo,Black,2499.0,3999.0,AMOLED Display,4.2,Thermoplastic polyurethane,7,176
huami,Smartwatch,Amazfit Bip S,Black,5299.0,6499.0,AMOLED Display,4.0,Thermoplastic polyurethane,15,489
huami,Smartwatch,Amazfit GTR 42,Black,8999.0,12999.0,AMOLED Display,4.3,Silicone,14,0
huami,Smartwatch,Amazfit Stratos 3,Black,13999.0,17999.0,AMOLED Display,3.7,Silicone,14,0
huami,Smartwatch,Amazfit GTR 42,Red,9999.0,12999.0,AMOLED Display,4.3,Silicone,12,146
huami,Smartwatch,Amazfit Pace,Black,9999.0,10999.0,AMOLED Display,4.2,Silicone,14,0
huami,Smartwatch,Amazfit Bip S,Red,2999.0,4999.0,AMOLED Display,3.9,Thermoplastic polyurethane,15,489
huami,Smartwatch,Amazfit Bip S,"Green, Grey",3799.0,4999.0,AMOLED Display,3.9,Thermoplastic polyurethane,15,489
huami,Smartwatch,Amazfit Bip,Pink,5499.0,5990.0,AMOLED Display,4.2,Silicone,28,489
huami,Smartwatch,Amazfit Bip S,White ,4999.0,5999.0,AMOLED Display,4.0,Thermoplastic polyurethane,15,489
huami,Smartwatch,Amazfit GTR 47,Black,10999.0,18999.0,AMOLED Display,4.2,Silicone,25,0
huami,Smartwatch,Amazfit GTR 47,Black,8999.0,13999.0,AMOLED Display,4.3,Silicone,25,176
huami,Smartwatch,Amazfit Verge,Black,12999.0,12999.0,AMOLED Display,4.1,Silicone,25,489
huami,Smartwatch,Amazfit Verge,Black,11999.0,12999.0,AMOLED Display,4.1,Silicone,25,489
huami,Smartwatch,Amazfit Verge,Black,5999.0,8999.0,AMOLED Display,4.2,Silicone,14,489
huami,Smartwatch,Amazfit Bip,Red,4950.0,5990.0,AMOLED Display,4.2,Silicone,28,176
huami,Smartwatch,Amazfit Verge,Black,11999.0,12999.0,AMOLED Display,4.1,Silicone,7,176
huami,Smartwatch,Amazfit Bip,Purple,5499.0,6999.0,AMOLED Display,4.2,Silicone,28,176
huami,Smartwatch,Amazfit Stratos,Black,12999.0,15999.0,AMOLED Display,4.2,Silicone,25,103
huami,Smartwatch,Amazfit Bip Lite,Black,3499.0,5499.0,AMOLED Display,4.0,Thermoplastic polyurethane,7,125
huami,Smartwatch,Amazfit Verge Lite,Black,5999.0,8999.0,AMOLED Display,4.2,Silicone,5,136
huami,Smartwatch,Amazfit Bip,Grey,6399.0,7399.0,AMOLED Display,4.4,Silicone,28,176
huami,Smartwatch,Bip Lite On,Black,7999.0,14999.0,AMOLED Display,4.1,Silicone,7,183
SAMSUNG ,Smartwatch,Galaxy Active 2,"Black, Beige",11990.0,25990.0,AMOLED Display,4.5,Silicone,7,0
SAMSUNG ,Smartwatch,Galaxy Active 2,Grey,12990.0,25990.0,AMOLED Display,4.5,Silicone,7,0
SAMSUNG ,Smartwatch,Galaxy Classic 4,Black,32959.0,37999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,40000.0,42999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,34999.0,37999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,Black,28999.0,31999.0,AMOLED Display,5.0,Elastomer,14,0
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Black,2000.0,2590.0,PMOLED Display,3.8,Rubber,7,0
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Yellow,2490.0,2590.0,PMOLED Display,3.8,Rubber,7,0
SAMSUNG ,FitnessBand,Galaxy Fit,Silver,8990.0,9990.0,AMOLED Display,4.0,Rubber,7,0
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,28990.0,30990.0,AMOLED Display,4.3,Leather,14,0
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Black,31999.0,34999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Watch 4 Classic LTE,Black,40000.0,42999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Pink,28999.0,31999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Active 2,Grey,18990.0,28490.0,AMOLED Display,4.1,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy 46mm,Grey,16990.0,33999.0,AMOLED Display,4.5,Elastomer,7,0
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,"Silver, Green",36999.0,39999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Active Steel 2 LTE,Brown,30990.0,34490.0,AMOLED Display,4.1,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy Active Steel 2,Black,24490.0,31990.0,AMOLED Display,4.3,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy Classic 4,Blue,34999.0,34999.0,AMOLED Display,4.6,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Black,19990.0,19990.0,AMOLED Display,4.4,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy 44mm,Beige,24490.0,28490.0,AMOLED Display,3.6,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,31999.0,31999.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Gear Fit 2,Blue,15000.0,15000.0,AMOLED Display,4.2,Silicone,7,0
SAMSUNG ,Smartwatch,Gear Fit,Black,7999.0,16860.0,AMOLED Display,3.9,Silicone,7,0
