Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating,Strap Material,Average Battery Life,Reviews
SAMSUNG ,Smartwatch,Galaxy Active 2 Steel,Black,24490.0,31990.0,AMOLED Display,4.4,Leather,14,0
SAMSUNG ,Smartwatch,Gear S2,"Silver, Blue",24300.0,24300.0,AMOLED Display,4.3,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Active Steel,Blue,29990.0,34490.0,AMOLED Display,4.1,Silicone,14,0
SAMSUNG ,Smartwatch,Gear Fit 2 Pro,"Red, Black",9990.0,14990.0,AMOLED Display,4.3,Silicone,7,0
SAMSUNG ,Smartwatch,Gear Fit 2,"Pink, Blue",15000.0,15000.0,AMOLED Display,4.2,Silicone,7,0
SAMSUNG ,Smartwatch,Gear 2,Black,19999.0,22550.0,AMOLED Display,2.3,Silicone,14,0
SAMSUNG ,Smartwatch,Neo Gear 2,Black,15500.0,16860.0,AMOLED Display,3.9,Rubber,7,0
SAMSUNG ,Smartwatch,Galaxy Active 46mm,Black,19990.0,19990.0,AMOLED Display,4.4,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Watch LTE,Beige,27490.0,29989.0,AMOLED Display,4.2,Silicone,14,0
SAMSUNG ,Smartwatch,Galaxy 42,Grey,21989.0,25990.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Gear Live,Black,15900.0,15900.0,AMOLED Display,4.2,Rubber,7,0
SAMSUNG ,Smartwatch,Gear Fit 2,"Blue, Black",15000.0,15000.0,AMOLED Display,4.2,Silicone,7,0
SAMSUNG ,Smartwatch,Galaxy Watch 3,Black,39490.0,39490.0,AMOLED Display,4.3,Leather,14,0
SAMSUNG ,Smartwatch,Galaxy 42,Black,24989.0,25990.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Gear S3 Frontier,Black,22990.0,28500.0,AMOLED Display,4.3,Silicone,14,0
SAMSUNG ,Smartwatch,Gear Sport,Black,15999.0,22990.0,AMOLED Display,3.0,Silicone,7,0
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,18999.0,34550.0,AMOLED Display,4.2,Leather,14,0
SAMSUNG ,Smartwatch,T-Mobile,Black,21990.0,22990.0,AMOLED Display,4.3,Leather,14,0
SAMSUNG ,Smartwatch,Gear S2,Silver,24300.0,24300.0,AMOLED Display,4.1,Elastomer,14,0
SAMSUNG ,Smartwatch,R600NZBAXAR 600,Blue,21390.0,25155.0,AMOLED Display,4.5,Rubber,14,0
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,18999.0,30000.0,AMOLED Display,4.2,Leather,14,0
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,18532.0,22498.0,AMOLED Display,4.6,Elastomer,14,0
SAMSUNG ,Smartwatch,Galaxy Gear,Gold,50408.0,60241.0,AMOLED Display,3.2,Rubber,14,0
SAMSUNG ,FitnessBand,Activity Tracker,Black,13201.0,15885.0,PMOLED Display,4.2,Rubber,7,0
FOSSIL ,Smartwatch,Gen 5 Carlyle HR,Black,15995.0,22995.0,AMOLED Display,4.2,Leather,2,0
FOSSIL ,Smartwatch,Gen 5 Carlyle HR,"Brown, Grey",14995.0,22995.0,AMOLED Display,4.2,Leather,2,0
FOSSIL ,Smartwatch,Gen 5 Garrett HR,Silver,15995.0,22995.0,AMOLED Display,4.1,Stainless Steel,2,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Gold,18495.0,18495.0,AMOLED Display,3.8,Stainless Steel,2,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Black,18995.0,22995.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,Latitude Hybrid HR,Black,12396.0,14995.0,AMOLED Display,4.3,Stainless Steel,14,0
FOSSIL ,Smartwatch,Gen 5 Garrett HR,Black,14995.0,22995.0,AMOLED Display,4.1,Stainless Steel,2,0
FOSSIL ,Smartwatch,FB-01 Hybrid HR,Black,12396.0,14995.0,AMOLED Display,4.0,Silicone,14,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Silver,18495.0,18495.0,AMOLED Display,3.8,Stainless Steel,2,0
FOSSIL ,Smartwatch,Collider Hybrid,Black,16495.0,16495.0,AMOLED Display,4.0,Silicone,14,0
FOSSIL ,Smartwatch,Collider Hybrid,"Brown, Grey",14995.0,14995.0,AMOLED Display,4.0,Silicone,14,0
FOSSIL ,Smartwatch,Sadie Hybrid,Silver,8995.0,13495.0,AMOLED Display,4.0,Stainless Steel,10,0
FOSSIL ,Smartwatch,FB-01 Hybrid HR,"Silver, Black",14021.0,16495.0,AMOLED Display,4.0,Stainless Steel,14,0
FOSSIL ,Smartwatch,Commuter,Black,11995.0,11995.0,AMOLED Display,4.3,Leather,14,0
FOSSIL ,Smartwatch,Latitude Hybrid HR,Grey,13196.0,16495.0,AMOLED Display,4.3,Stainless Steel,14,0
FOSSIL ,Smartwatch,Sport,Multicolor,17995.0,17995.0,AMOLED Display,3.9,Silicone,2,0
FOSSIL ,Smartwatch,Charter Hybrid HR,Gold,13196.0,16495.0,AMOLED Display,3.9,Leather,12,4
FOSSIL ,Smartwatch,Carlie Hybrid,Gold,13495.0,13495.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,Carlie,Beige,11995.0,11995.0,AMOLED Display,4.8,Leather,10,0
FOSSIL ,Smartwatch,Neutra Hybrid,Silver,13495.0,13495.0,AMOLED Display,5.0,Stainless Steel,12,0
FOSSIL ,Smartwatch,Q Venture,Blue,19999.0,21995.0,AMOLED Display,3.8,Leather,1,54
FOSSIL ,Smartwatch,Jacqueline,Gold,13495.0,13495.0,AMOLED Display,4.6,Leather,1,0
FOSSIL ,Smartwatch,Q Neely,Black,6995.0,12995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,FTW5018 Hybrid,Gold,11596.0,14495.0,AMOLED Display,4.5,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW5012 Hybrid,Brown,9097.0,12995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,Jacqueline Hybrid,Rose Gold,10796.0,13495.0,AMOLED Display,4.0,Leather,12,0
FOSSIL ,Smartwatch,Q Annette,Gold,6995.0,13495.0,AMOLED Display,4.6,Leather,1,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Grey,15995.0,22995.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW6007,Brown,19995.0,19995.0,AMOLED Display,4.1,Leather,2,0
FOSSIL ,Smartwatch,Gen 5E,"Black, Silver ",18495.0,18495.0,AMOLED Display,3.8,Stainless Steel,1,0
FOSSIL ,Smartwatch,Neutra Hybrid,"Brown, Black",11995.0,11995.0,AMOLED Display,5.0,Leather,12,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,Blue,15995.0,22995.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW1151 Hybrid,Gold,8995.0,11995.0,AMOLED Display,4.3,Leather,2,0
FOSSIL ,Smartwatch,Barstow Hybrid,Brown,8995.0,11995.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,Wander RG,Black,18995.0,18995.0,AMOLED Display,4.0,Silicone,5,0
FOSSIL ,Smartwatch,Charter Hybrid HR,Black,14021.0,16495.0,AMOLED Display,3.9,Leather,12,6
FOSSIL ,Smartwatch,Q Wander,Gold,19995.0,19995.0,AMOLED Display,4.0,Stainless Steel,1,0
FOSSIL ,Smartwatch,Q Founder,Silver,19995.0,19995.0,AMOLED Display,4.2,Stainless Steel,1,0
FOSSIL ,Smartwatch,Garrett Hybrid,Black,6995.0,11995.0,AMOLED Display,3.7,Stainless Steel,12,0
FOSSIL ,Smartwatch,Q Explorist,Black,19995.0,19995.0,AMOLED Display,4.4,Leather,2,0
FOSSIL ,Smartwatch,Marshall,Grey,18995.0,18995.0,AMOLED Display,4.0,Stainless Steel,1,0
FOSSIL ,Smartwatch,Gen 3 Q Venture,"Black, Gold",15396.0,21995.0,AMOLED Display,4.3,Stainless Steel,1,7
FOSSIL ,Smartwatch,FTW4003,Brown,19995.0,19995.0,AMOLED Display,3.1,Leather,2,0
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor",18495.0,18495.0,AMOLED Display,4.6,Stainless Steel,1,0
FOSSIL ,Smartwatch,Sport 43,Black,9995.0,17995.0,AMOLED Display,4.0,Silicone,2,0
FOSSIL ,Smartwatch,The Carlyle HR,Black,25995.0,25995.0,AMOLED Display,4.2,Leather,14,0
FOSSIL ,Smartwatch,Garrett HR,Gold,15995.0,22995.0,AMOLED Display,4.1,Stainless Steel,14,0
FOSSIL ,Smartwatch,4th Gen Explorist HR,Grey,10998.0,21995.0,AMOLED Display,3.9,Stainless Steel,2,600
FOSSIL ,Smartwatch,Sport,Red,17995.0,17995.0,AMOLED Display,4.6,Silicone,2,0
FOSSIL ,Smartwatch,FTW6001,Gold,21995.0,21995.0,AMOLED Display,4.2,Stainless Steel,2,0
FOSSIL ,Smartwatch,Q Founder 2.0,Black,19995.0,19995.0,AMOLED Display,4.2,Stainless Steel,1,61
FOSSIL ,Smartwatch,Cameron Hybrid,Black,8995.0,13495.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Black,15749.0,19995.0,AMOLED Display,4.1,Stainless Steel,2,0
FOSSIL ,Smartwatch,4th Gen Venture HR,Black,17596.0,21995.0,AMOLED Display,3.9,Stainless Steel,14,46
FOSSIL ,Smartwatch,FTW6005,Black,19995.0,19995.0,AMOLED Display,3.8,Stainless Steel,2,0
FOSSIL ,Smartwatch,Marshall,Black,19995.0,19995.0,AMOLED Display,4.1,Stainless Steel,1,0
FOSSIL ,Smartwatch,Garrett Hybrid,Brown,11995.0,11995.0,AMOLED Display,3.7,Leather,12,0
FOSSIL ,Smartwatch,4th Gen Venture HR,Silver,10997.0,21995.0,AMOLED Display,3.9,Stainless Steel,14,46
FOSSIL ,Smartwatch,Marshall,Blue,19995.0,19995.0,AMOLED Display,4.1,Stainless Steel,1,0
FOSSIL ,Smartwatch,FTW1161 Hybrid,Gold,8995.0,14495.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW1142 Q Hybrid,Silver,9796.0,13995.0,AMOLED Display,3.7,Stainless Steel,2,0
FOSSIL ,Smartwatch,Jacqueline Hybrid,Navy ,8995.0,13495.0,AMOLED Display,4.0,Leather,12,0
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Blue,15034.0,15034.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,Gen 5 Julianna HR,White,14995.0,22995.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,Cameron Hybrid Smartwatch,Blue,13495.0,13495.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,Gen 3 Q Venture,Silver,19995.0,19995.0,AMOLED Display,4.3,Stainless Steel,1,78
FOSSIL ,Smartwatch,Jacqueline Hybrid,Black,11995.0,11995.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,Q Annette,Silver,6995.0,11995.0,AMOLED Display,4.6,Silicone,1,0
FOSSIL ,Smartwatch,Sport 43,Blue,9995.0,17995.0,AMOLED Display,4.0,Silicone,2,0
FOSSIL ,Smartwatch,Sport 41,"Blue, Black, Gray",17995.0,17995.0,AMOLED Display,4.0,Silicone,2,55
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Grey,21995.0,21995.0,AMOLED Display,4.4,Stainless Steel,2,0
FOSSIL ,Smartwatch,Marshall,Silver,18995.0,18995.0,AMOLED Display,4.0,Stainless Steel,1,0
FOSSIL ,Smartwatch,Q Jacqueline,Gold,13495.0,13495.0,AMOLED Display,4.4,Silicone,1,0
FOSSIL ,Smartwatch,Garrett,Brown,8995.0,11995.0,AMOLED Display,3.7,Leather,1,0
FOSSIL ,Smartwatch,Machine Hybrid,"Silver, Brown",11995.0,11995.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,Sloan HR,Black,24495.0,24495.0,AMOLED Display,4.1,Silicone,14,0
FOSSIL ,Smartwatch,Sloan HR,Blue,21995.0,21995.0,AMOLED Display,4.1,Silicone,14,0
FOSSIL ,Smartwatch,Garrett Hybrid,Silver,10496.0,14995.0,AMOLED Display,3.7,Stainless Steel,12,0
FOSSIL ,Smartwatch,4th Gen Venture HR,Black,13195.0,21995.0,AMOLED Display,3.9,Stainless Steel,14,46
FOSSIL ,Smartwatch,Gen 3 Q Explorist,Silver,3999.0,19995.0,AMOLED Display,4.2,Stainless Steel,2,0
FOSSIL ,Smartwatch,Charter Hybrid HR,Silver,12396.0,14995.0,AMOLED Display,3.9,Leather,12,6
FOSSIL ,Smartwatch,Q Wander,Silver,11997.0,19995.0,AMOLED Display,4.1,Stainless Steel,1,0
FOSSIL ,Smartwatch,Neely,White,8995.0,13495.0,AMOLED Display,4.7,Leather,1,0
FOSSIL ,Smartwatch,Rose Gold Smart,Rose Gold ,21995.0,21995.0,AMOLED Display,4.6,Stainless Steel,3,0
FOSSIL ,Smartwatch,Q Founder 2.0,Blue,11397.0,18995.0,AMOLED Display,4.1,Stainless Steel,1,61
FOSSIL ,Smartwatch,FTW1159 Hybrid,Gold,8995.0,12995.0,AMOLED Display,5.0,Stainless Steel,2,0
FOSSIL ,Smartwatch,Q Wander,Silver,3799.0,18995.0,AMOLED Display,4.0,Stainless Steel,1,0
FOSSIL ,Smartwatch,FTW4010 Gold HR,Gold,15995.0,15995.0,AMOLED Display,4.8,Stainless Steel,6,0
FOSSIL ,Smartwatch,FTW6009 Black HR,Black,13995.0,13995.0,AMOLED Display,4.1,Leather,14,0
FOSSIL ,Smartwatch,Eleanor Hybrid,"Brown, Gold",6995.0,11995.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,FTW1146 Q Hybrid,Gold,11995.0,11995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,Jacqueline Hybrid,Blue,6995.0,11995.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,FTW20013 Q,Black,21495.0,21495.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,FTW5016 Hybrid,Silver,6995.0,14495.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW5017 Hybrid,Gold,14495.0,14495.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW1141 Q Hybrid,Silver,6995.0,11995.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,Sport,Black,17995.0,17995.0,AMOLED Display,4.6,Silicone,2,0
FOSSIL ,Smartwatch,FTW5003 Hybrid,Gold,12995.0,12995.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,Jacqueline Hybrid,Silver,13495.0,13495.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,Commuter Hybrid,Brown,8995.0,11995.0,AMOLED Display,4.6,Leather,12,0
FOSSIL ,Smartwatch,Q MACHINE,Grey,6995.0,6995.0,AMOLED Display,4.6,Stainless Steel,1,0
FOSSIL ,Smartwatch,FB-01 Hybrid,"Blue, Silver",8995.0,13495.0,AMOLED Display,3.9,Silicone,14,0
FOSSIL ,Smartwatch,Q Jacqueline,Silver,8995.0,13495.0,AMOLED Display,4.4,Silicone,1,0
FOSSIL ,Smartwatch,Q GRANT,Grey,6995.0,6995.0,AMOLED Display,4.6,Stainless Steel,7,0
FOSSIL ,Smartwatch,FTW2114 Q,Black,18995.0,18995.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW1140 Q Hybrid,Blue,6995.0,13995.0,AMOLED Display,3.8,Stainless Steel,2,0
FOSSIL ,Smartwatch,Garrett HR,Grey,14995.0,22995.0,AMOLED Display,4.1,Leather,14,0
FOSSIL ,Smartwatch,FTW1134 Q Hybrid,Gray,11995.0,11995.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,Carlie Hybrid,Black,6995.0,11995.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,Q Control,multicolor,15995.0,15995.0,AMOLED Display,4.3,Silicone,1,0
FOSSIL ,Smartwatch,Q Control,Brown,15995.0,15995.0,AMOLED Display,4.3,Silicone,1,0
FOSSIL ,Smartwatch,FTW1144 Q Hybrid,Black,8995.0,13995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,Rose Gold HR,Rose Gold ,21995.0,21995.0,AMOLED Display,2.8,Stainless Steel,3,0
FOSSIL ,Smartwatch,5th Gen Julianna,Black ,15995.0,22995.0,AMOLED Display,4.6,Stainless Steel,1,0
FOSSIL ,Smartwatch,Q Venture,White ,4399.0,21995.0,AMOLED Display,3.8,Leather,1,46
FOSSIL ,Smartwatch,Q Machine,Black,10796.0,13495.0,AMOLED Display,4.6,Stainless Steel,1,0
FOSSIL ,Smartwatch,FTW1145 Q Hybrid,Gray,6995.0,13995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,FTW5011 Hybrid,Black,8995.0,14495.0,AMOLED Display,4.8,Leather,2,0
FOSSIL ,Smartwatch,FTW2120SET Q,Gray,23995.0,23995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,FTW1136 Q Hybrid,Blue,11995.0,11995.0,AMOLED Display,4.6,Leather,2,0
FOSSIL ,Smartwatch,Q Venture,Beige,15995.0,15995.0,AMOLED Display,4.6,Leather,1,46
FOSSIL ,Smartwatch,FTW2115 Q Watch,Red,18995.0,18995.0,AMOLED Display,4.6,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW6010 Pink HR,Pink,15995.0,15995.0,AMOLED Display,4.4,Stainless Steel,14,0
FOSSIL ,Smartwatch,Q ACTIVIST,Brown,6995.0,6995.0,AMOLED Display,3.0,leather,1,0
FOSSIL ,Smartwatch,Carlie Hybrid,Silver,8995.0,13495.0,AMOLED Display,4.6,Stainless Steel,12,0
FOSSIL ,Smartwatch,FTW1154 Hybrid,Black,8995.0,12995.0,AMOLED Display,4.3,Stainless Steel,2,0
FOSSIL ,Smartwatch,FTW5015 Hybrid,Blue,6995.0,14495.0,AMOLED Display,3.0,Stainless Steel,2,0
FOSSIL ,Smartwatch,Sport,Grey,17995.0,17995.0,AMOLED Display,4.6,Silicone,2,0
FOSSIL ,Smartwatch,Sloan HR,Gold,21995.0,21995.0,AMOLED Display,4.1,Silicone,14,0
FOSSIL ,Smartwatch,Q GRANT,Black,6995.0,6995.0,AMOLED Display,4.6,Stainless Steel,7,0
FOSSIL ,Smartwatch,Sport 41,"Red, Green",9995.0,17995.0,AMOLED Display,4.0,Silicone,2,0
FOSSIL ,Smartwatch,FTW6006 Gold HR,Gold,21995.0,21995.0,AMOLED Display,3.7,Stainless Steel,6,0
APPLE,Smartwatch,Series 3 GPS - 42 mm Space Grey Aluminium Case,Black,18900.0,23900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,SE 44 mm Space Grey Aluminium Case,Black,30400.0,32900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,Series 3 GPS - 38 mm Space Grey Aluminium Case,Black,16900.0,20900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,SE GPS + Cellular 44 mm Aluminium Case,Black,36900.0,36900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Charcoal,31400.0,33900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,SE 40 mm Space Grey Aluminium Case,"Black, Pink, White",27400.0,29900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Red Aluminium Case,Red,45690.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,SE 44 mm Gold Aluminium Case,Pink Sand,30400.0,32900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Plum,31400.0,33900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,SE GPS + Cellular 40 mm Aluminium Case,Black,33900.0,33900.0,OLED Retina Display,4.6,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS 40 mm Silver Aluminium Case,White,37490.0,40900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Blue Aluminium Case,Deep Navy,45690.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Graphite Stainless Steel Case,Graphite Milanese,67900.0,73900.0,OLED Retina Display,4.5,Stainless Steel,1,0
APPLE,Smartwatch,Series 6 GPS 44 mm Red Aluminium Case,Red,40190.0,43900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,SE GPS 44 mm Aluminium Case,Black,32900.0,32900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,black,45690.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,White,69900.0,69900.0,OLED Retina Display,4.2,Aluminium,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Black Stainless Steel Case,Black Milanese,69900.0,69900.0,OLED Retina Display,4.6,Stainless Steel,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Stainless Steel Case,Gold Milanese,73900.0,73900.0,OLED Retina Display,4.2,Stainless Steel,1,0
APPLE,Smartwatch,Series 6 GPS 44 mm Blue Aluminium Case,Deep Navy,43900.0,43900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Aluminium Case,White,48490.0,52900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Aluminium Case,Pink Sand,45690.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Cyprus Green,69900.0,69900.0,OLED Retina Display,4.5,Stainless Steel,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Stainless Steel Case,White,65900.0,65900.0,OLED Retina Display,3.4,Stainless Steel,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,52900.0,52900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Grey Aluminium Case,Black,52900.0,52900.0,OLED Retina Display,4.7,Aluminium,1,0
APPLE,Smartwatch,Series 2 - 38 mm Stainless Steel Case,Saddle Brown,56900.0,56900.0,OLED Retina Display,4.6,Stainless Steel,1,0
APPLE,Smartwatch,Series 2 - 42 mm Stainless Steel Case,White,50400.0,50400.0,OLED Retina Display,4.7,Stainless Steel,1,0
APPLE,Smartwatch,Series 2 - 42 mm Space Black Stainless Steel Case,Space Black,50400.0,50400.0,OLED Retina Display,4.7,Stainless Steel,1,0
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Red Aluminium Case,Red,45690.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Grey Aluminium Case,Black,39990.0,49900.0,OLED Retina Display,4.5,Aluminium,1,0
